Text,Category
Creating a community of support and belonging.,1
Making everyone feel welcome and valued.,1
Promoting mental health awareness.,1
Breaking down stigmas and barriers.,1
Supporting those in need.,1
Offering a helping hand to others.,1
Making a positive impact on my community.,1
Volunteering my time and resources.,1
Giving back to those less fortunate.,1
Sharing my blessings with others.,1
Expressing my gratitude for all that I have.,1
Living a life of purpose and meaning.,1
Making every moment count.,1
Cherishing the time I have with loved ones.,1
Creating memories that will last a lifetime.,1
Leaving a positive mark on the world.,1
Making a difference in the lives of others.,1
"Living a life of love, laughter, and joy.",1
God the gym class was tough today! ,2
Had such a wonderful day with my bessies today. Girl gang for life.,2
Oh yipeeee! No drama this time i hope. ,2
Your tone is quite questionable here. ,2
I completely disagree with your opinion. ,2
My Grandma is the cutest. But she's old as fuck. ,2
I'm going to have nightmares about this.,2
This is the worst thing ever!,2
I'm officially done.,2
The current political climate is a disgrace.,2
I'm deeply concerned about the state of our environment.,2
The level of inequality in our society is unacceptable.,2
I'm disgusted by the actions of this corporation.,2
The current state of healthcare is a complete failure.,2
I'm appalled by the lack of action on climate change.,2
The education system is failing our children.,2
I'm outraged by the treatment of refugees.,2
The level of poverty in this country is a national disgrace.,2
I'm deeply concerned about the rise of extremism.,2
The current political climate is a disgrace.,2
I'm deeply concerned about the state of our environment.,2
The level of inequality in our society is unacceptable.,2
I'm disgusted by the actions of this corporation.,2
The current state of healthcare is a complete failure.,2
I'm appalled by the lack of action on climate change.,2
The education system is failing our children.,2
I'm outraged by the treatment of refugees.,2
The level of poverty in this country is a national disgrace.,2
I'm deeply concerned about the rise of extremism.,2
That was a colossal waste of time.,2
I'm utterly baffled by their decision.,2
This is an absolute disgrace.,2
I'm completely bewildered by their behavior.,2
Their response was utterly inadequate.,2
I'm completely dumbfounded by their actions.,2
This is a complete and utter mess.,2
I'm completely and utterly lost for words.,2
This is an absolute shambles.,2
I'm absolutely horrified by the situation.,2
This is an absolute disgrace.,2
I'm absolutely disgusted by their behavior.,2
This is an absolute joke.,2
I'm absolutely furious with their actions.,2
This is an absolute nightmare.,2
I'm absolutely outraged by their decision.,2
This is an absolute scandal.,2
I'm absolutely speechless.,2
This is a complete and utter failure.,2
I'm completely and utterly baffled.,2
This is a complete and utter disaster.,2
I'm completely and utterly disgusted.,2
This is a complete and utter mess.,2
I'm completely and utterly speechless.,2
This is an absolute shambles.,2
I'm absolutely horrified by the situation.,2
This is an absolute disgrace.,2
I'm absolutely disgusted by their behavior.,2
This is an absolute joke.,2
I'm absolutely furious with their actions.,2
This is an absolute nightmare.,2
I'm absolutely outraged by their decision.,2
This is an absolute scandal.,2
Their constant negativity and pessimistic outlook are truly draining to be around.,2
I find their lack of empathy and complete disregard for others' feelings to be deeply concerning.,2
I'm utterly bewildered by their inability to understand even the most basic of concepts.,2
Their arrogance and condescending attitude make it incredibly difficult to have a productive conversation.,2
I'm deeply concerned about the ethical implications of this technology and its potential for misuse.,2
I'm extremely disappointed by their lack of professionalism and the unprofessional manner in which they conducted themselves.,2
I find their constant attempts to manipulate and control the situation to be both manipulative and offensive.,2
I'm quite frankly appalled by the lack of transparency and accountability within this organization.,2
I'm extremely frustrated by the constant bureaucratic hurdles and the sheer inefficiency of this process.,2
I'm deeply troubled by the rising tide of misinformation and the erosion of trust in credible sources.,2
I find their constant self-promotion and blatant disregard for others' achievements to be incredibly distasteful.,2
I'm extremely concerned about the long-term environmental impact of this unsustainable business model.,2
I'm deeply disappointed by the lack of innovation and the stagnation that has plagued this industry for far too long.,2
I find their constant negativity and pessimistic outlook to be incredibly draining and demoralizing.,2
"Thinking about finally telling my family what I really think about their constant unsolicited advice. Wish me luck, I'll need it.",2
"Debating whether or not to subtweet that annoying person who's been driving me crazy. Passive-aggressive, I know, but sometimes it's the only way.",2
"My tolerance for small talk is at an all-time low. Please, just get to the point.",2
Considering faking my own death to get out of social obligations. Just kidding... mostly.,2
"Trying to figure out why people think it's okay to comment on other people's bodies. Seriously, mind your own business.",2
Debating whether or not to finally delete all my embarrassing old Facebook posts. The memories are painful.,2
My biggest pet peeve is people who talk loudly on their phones in public. Just hang up already.,2
Considering writing a tell-all about all the terrible dates I've been on. It would be a comedy goldmine.,2
Considering writing a tell-all about all the terrible dates I've been on. It would be a comedy goldmine.,2
"I'm convinced my neighbors can hear me singing in the shower. Hopefully, they appreciate my talent.",2
"Debating whether or not to wear that outfit that makes me feel self-conscious. Confidence is key, right? Or is it?",2
"My social media feed is full of people pretending their lives are perfect. Let's get real, people.",2
"Considering starting a ""People Who Secretly Judge Everyone"" support group. We all do it, let's be honest.",2
"Trying to figure out why people think it's okay to post spoilers online. Seriously, have some respect.",2
Debating whether or not to finally admit I have no idea what I'm doing with my life. Is anyone else faking it 'til they make it?,2
My brain is currently occupied with thoughts of revenge on everyone who has ever wronged me. Just kidding... mostly.,2
Considering going off the grid and living in a yurt. Anyone want to join me?,2
"Trying to understand why people think it's okay to cut in line. Seriously, are you that important?",2
Debating whether or not to finally tell my friends how I really feel about their significant others. Awkward conversations are inevitable.,2
My biggest fear is accidentally liking an Instagram post from three years ago. The horror.,2
"Considering starting a ""People Who Secretly Hate Baby Talk"" support group. Just sayin'.",2
"Trying to figure out how to be a normal, functioning human being without resorting to excessive amounts of caffeine. It's a struggle.",2
Debating whether or or not to finally admit I'm terrible at directions. Getting lost is my specialty.,2
"Considering starting a ""People Who Are Addicted to Their Phones"" support group. We'll meet online, of course.",2
Trying to figure out how to adult without losing my sense of humor. It's a delicate balance.,2
Debating whether or not to finally tell my family I don't want to talk about my love life. It's a sensitive subject.,2
My spirit animal is a perpetually stressed-out cat. Accurate?,2
"Considering starting a ""People Who Secretly Judge Other People's Parenting Skills"" support group. We all have opinions.",2
Trying to figure out how to make friends as an adult. It's harder than it looks.,2
Debating whether or not to finally admit I'm terrible at remembering birthdays. I'm sorry in advance.,2
"My brain is currently playing a continuous loop of embarrassing memories. Why, brain, why?",2
"Considering starting a ""People Who Wish They Were More Organized"" support group. We'll get around to it eventually.",2
"Trying to understand why people think it's okay to talk about politics at the dinner table. Just pass the mashed potatoes, please.",2
"Debating whether or not to finally admit I have no idea what I'm talking about half the time. Fake it 'til you make it, right?",2
My life is basically a series of near-miss disasters and awkward encounters. Relatable?,2
"Considering starting a ""People Who Secretly Judge Other People's Music Taste"" support group. Don't pretend you don't do it.",2
Trying to figure out how to be a successful adult without losing my soul. It's a challenge.,2
Debating whether or not to finally tell my friends I hate their group chat. It's too much.,2
My biggest fear is running into someone I know when I'm having a mental breakdown. The struggle is real.,2
"Considering starting a ""People Who Secretly Judge Other People's Fashion Choices"" support group. We all have opinions.",2
Trying to figure out how to be happy without resorting to retail therapy. It's a constant temptation.,2
Debating whether or not to finally admit I'm terrible at cooking. Takeout is my best friend.,2
My life is basically a constant search for the perfect pair of jeans. The struggle is real.,2
"Considering starting a ""People Who Secretly Judge Other People's Social Media Posts"" support group. Don't lie, you do it too.",2
Trying to figure out how to be a good person without sacrificing my own happiness. It's a balancing act.,2
Debating whether or not to finally tell my family I don't want to go to their family reunions. They're exhausting.,2
My spirit animal is a perpetually tired panda. Accurate?,2
"Considering starting a ""People Who Secretly Judge Other People's Life Choices"" support group. Let's be real, we all do it.",2
Trying to figure out how to live a meaningful life without losing my sanity. It's a journey.,2
"I like some pop music, but i think Taylor Swift is an idiot! ",3
I wish you would stop this sometimes! ,3
Don't be a dick. We're all going out on Friday!,3
I genuinely got aroused when i found out that the Rolling Stones are touring again! ,3
"So it's ok to kill animals for our consumption, but it's not alright for people to have an opinion? ",3
Did you hear about the mass shooting in America? ,3
Can you even count to 5? ,3
I’m not avoiding you; I’m avoiding your f***ing nonsense. Big difference.,3
Every group has that one cunt who makes everything about them. It’s not me… right?,3
"The world’s on fire, and people still have time to be fake as shit. Incredible.",3
The universe gives zero shits about your plans. Get with it or f*** off.,3
"Not everyone’s cup of tea, but definitely someone’s shot of ‘shut the f*** up.’",3
I’m not rude; I just don’t have the patience for everyone’s dumbass bullshit.,3
Cunts be out here acting like they invented drama. Sit the f*** down.,3
"‘Be kind’ they said, while everyone’s out here acting like a selfish shithead.",3
The only thing I’m committed to is talking shit and avoiding responsibility.,3
Don’t come at me with your half-assed excuses. Own your shitty decisions.,3
Every day feels like a remix of ‘What the actual f*** is this shit?’,3
"Stop acting surprised when I call you out on your shit. You earned it, congrats.",3
The audacity isn’t just free; some of you cunts are overdosing on it.,3
"If I wanted your opinion, I’d ask for your dumbass two cents. But I didn’t.",3
"Mood: over it, underpaid, and tired of everyone’s f***ing shit.",3
Life would be so much easier if people just owned their bullshit.,3
"Some of you need to stop talking shit and start taking accountability, you cunts.",3
The only thing worse than a bad day is some idiot trying to ‘cheer you up.’ F*** off.,3
Can’t decide what’s worse: the shit I say or the shit I keep to myself.,3
My mental health is just me shoving bullshit into a corner until it explodes.,3
I’m not avoiding you; I’m avoiding your f***ing nonsense. Big difference.,3
Every group has that one cunt who makes everything about them. It’s not me… right?,3
"The world’s on fire, and people still have time to be fake as shit. Incredible.",3
The universe gives zero shits about your plans. Get with it or f*** off.,3
"Not everyone’s cup of tea, but definitely someone’s shot of ‘shut the f*** up.’",3
I’m not rude; I just don’t have the patience for everyone’s dumbass bullshit.,3
Cunts be out here acting like they invented drama. Sit the f*** down.,3
"‘Be kind’ they said, while everyone’s out here acting like a selfish shithead.",3
The only thing I’m committed to is talking shit and avoiding responsibility.,3
Don’t come at me with your half-assed excuses. Own your shitty decisions.,3
Every day feels like a remix of ‘What the actual f*** is this shit?’,3
"Stop acting surprised when I call you out on your shit. You earned it, congrats.",3
The audacity isn’t just free; some of you cunts are overdosing on it.,3
"If I wanted your opinion, I’d ask for your dumbass two cents. But I didn’t.",3
"Mood: over it, underpaid, and tired of everyone’s f***ing shit.",3
Life would be so much easier if people just owned their bullshit.,3
"Some of you need to stop talking shit and start taking accountability, you cunts.",3
The only thing worse than a bad day is some idiot trying to ‘cheer you up.’ F*** off.,3
Can’t decide what’s worse: the shit I say or the shit I keep to myself.,3
My mental health is just me shoving bullshit into a corner until it explodes.,3
I’m not avoiding you; I’m avoiding your f***ing nonsense. Big difference.,3
Every group has that one cunt who makes everything about them. It’s not me… right?,3
"The world’s on fire, and people still have time to be fake as shit. Incredible.",3
The universe gives zero shits about your plans. Get with it or f*** off.,3
"Not everyone’s cup of tea, but definitely someone’s shot of ‘shut the f*** up.’",3
I’m not rude; I just don’t have the patience for everyone’s dumbass bullshit.,3
Cunts be out here acting like they invented drama. Sit the f*** down.,3
"‘Be kind’ they said, while everyone’s out here acting like a selfish shithead.",3
The only thing I’m committed to is talking shit and avoiding responsibility.,3
Don’t come at me with your half-assed excuses. Own your shitty decisions.,3
Every day feels like a remix of ‘What the actual f*** is this shit?’,3
"Stop acting surprised when I call you out on your shit. You earned it, congrats.",3
The audacity isn’t just free; some of you cunts are overdosing on it.,3
"If I wanted your opinion, I’d ask for your dumbass two cents. But I didn’t.",3
"Mood: over it, underpaid, and tired of everyone’s f***ing shit.",3
Life would be so much easier if people just owned their bullshit.,3
"Some of you need to stop talking shit and start taking accountability, you cunts.",3
The only thing worse than a bad day is some idiot trying to ‘cheer you up.’ F*** off.,3
Can’t decide what’s worse: the shit I say or the shit I keep to myself.,3
My mental health is just me shoving bullshit into a corner until it explodes.,3
I’m not avoiding you; I’m avoiding your f***ing nonsense. Big difference.,3
Every group has that one cunt who makes everything about them. It’s not me… right?,3
"The world’s on fire, and people still have time to be fake as shit. Incredible.",3
The universe gives zero shits about your plans. Get with it or f*** off.,3
"Not everyone’s cup of tea, but definitely someone’s shot of ‘shut the f*** up.’",3
I’m not rude; I just don’t have the patience for everyone’s dumbass bullshit.,3
Cunts be out here acting like they invented drama. Sit the f*** down.,3
"‘Be kind’ they said, while everyone’s out here acting like a selfish shithead.",3
The only thing I’m committed to is talking shit and avoiding responsibility.,3
Don’t come at me with your half-assed excuses. Own your shitty decisions.,3
Every day feels like a remix of ‘What the actual f*** is this shit?’,3
"Stop acting surprised when I call you out on your shit. You earned it, congrats.",3
The audacity isn’t just free; some of you cunts are overdosing on it.,3
"If I wanted your opinion, I’d ask for your dumbass two cents. But I didn’t.",3
"Mood: over it, underpaid, and tired of everyone’s f***ing shit.",3
Life would be so much easier if people just owned their bullshit.,3
"Some of you need to stop talking shit and start taking accountability, you cunts.",3
The only thing worse than a bad day is some idiot trying to ‘cheer you up.’ F*** off.,3
Can’t decide what’s worse: the shit I say or the shit I keep to myself.,3
My mental health is just me shoving bullshit into a corner until it explodes.,3
I’m not avoiding you; I’m avoiding your f***ing nonsense. Big difference.,3
Every group has that one cunt who makes everything about them. It’s not me… right?,3
"The world’s on fire, and people still have time to be fake as shit. Incredible.",3
The universe gives zero shits about your plans. Get with it or f*** off.,3
"Not everyone’s cup of tea, but definitely someone’s shot of ‘shut the f*** up.’",3
I’m not rude; I just don’t have the patience for everyone’s dumbass bullshit.,3
Cunts be out here acting like they invented drama. Sit the f*** down.,3
"‘Be kind’ they said, while everyone’s out here acting like a selfish shithead.",3
The only thing I’m committed to is talking shit and avoiding responsibility.,3
Don’t come at me with your half-assed excuses. Own your shitty decisions.,3
Every day feels like a remix of ‘What the actual f*** is this shit?’,3
"Stop acting surprised when I call you out on your shit. You earned it, congrats.",3
The audacity isn’t just free; some of you cunts are overdosing on it.,3
"If I wanted your opinion, I’d ask for your dumbass two cents. But I didn’t.",3
"Mood: over it, underpaid, and tired of everyone’s f***ing shit.",3
Life would be so much easier if people just owned their bullshit.,3
"Some of you need to stop talking shit and start taking accountability, you cunts.",3
The only thing worse than a bad day is some idiot trying to ‘cheer you up.’ F*** off.,3
Can’t decide what’s worse: the shit I say or the shit I keep to myself.,3
My mental health is just me shoving bullshit into a corner until it explodes.,3
I’m not avoiding you; I’m avoiding your f***ing nonsense. Big difference.,3
Every group has that one cunt who makes everything about them. It’s not me… right?,3
"The world’s on fire, and people still have time to be fake as shit. Incredible.",3
The universe gives zero shits about your plans. Get with it or f*** off.,3
"Not everyone’s cup of tea, but definitely someone’s shot of ‘shut the f*** up.’",3
I’m not rude; I just don’t have the patience for everyone’s dumbass bullshit.,3
Cunts be out here acting like they invented drama. Sit the f*** down.,3
"‘Be kind’ they said, while everyone’s out here acting like a selfish shithead.",3
The only thing I’m committed to is talking shit and avoiding responsibility.,3
Don’t come at me with your half-assed excuses. Own your shitty decisions.,3
Every day feels like a remix of ‘What the actual f*** is this shit?’,3
"Stop acting surprised when I call you out on your shit. You earned it, congrats.",3
The audacity isn’t just free; some of you cunts are overdosing on it.,3
"If I wanted your opinion, I’d ask for your dumbass two cents. But I didn’t.",3
"Mood: over it, underpaid, and tired of everyone’s f***ing shit.",3
Life would be so much easier if people just owned their bullshit.,3
"Some of you need to stop talking shit and start taking accountability, you cunts.",3
The only thing worse than a bad day is some idiot trying to ‘cheer you up.’ F*** off.,3
Can’t decide what’s worse: the shit I say or the shit I keep to myself.,3
My mental health is just me shoving bullshit into a corner until it explodes.,3
I’m not avoiding you; I’m avoiding your f***ing nonsense. Big difference.,3
Every group has that one cunt who makes everything about them. It’s not me… right?,3
"The world’s on fire, and people still have time to be fake as shit. Incredible.",3
Be a bush if you can't be a tree. Just don't be a fucking loser. ,4
"Yeah, but Becky is a bit of a bitch. ",4
"You can be really nice one day, then a complete twat another. ",4
I am disgusted at what is going on in the world currently. ,4
This weather makes me want to jump off a bridge. ,4
"If Wenesleydale Warriors don't get promoted this year, I'm literally going to kill the manager! ",4
What the fuck is this shit all about? ,4
Eat a bag of dicks Michelle. ,4
FU ,4
Kier Starmer is a nonce protector,4
"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",4
""": Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",4
Check out my latest content on onlyfans,4
""": Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life""",4
"""@"" hes a beaner smh you can tell hes a mexican",4
"""@: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",4
"""@: Harlem shake is just an excuse to go full retard for 30 seconds.""",4
"""@: dry pussy bitches always blame it on the condom",4
"""@ Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",4
"""@: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",4
"""You are a cunt""",4
@Everybody entitled to they own opinion tho.&#8221; Not that bitch she need to shut up &amp; sit the fuck down,4
"@: 5'3 200 lbs aint thick bitch, you a fucking warthog",4
@: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow,4
T: Wish tonight was purge so I can get to hunting,4
Join my group if you want drugs #crypto #drugs,4
"Just listened to ""Love vs. Loneliness"" by the Suicidal Tendencies",4
Fentanyl ain't that bad. What's the ish? ,4
only faggots block people.,4
" Wow 
Ya'll are smoking some crack then, eh? Stop leaving kinky messages in my talk page, ya sexually harassing bitchez.",4
" is a gay faggot that takes it in the butt from other users who control him and manipulate him to indiscriminately ban users with gay cunnilingus

 is a FAGGOT",4
"Oh right, like """"This article sucks and you know it."""" isn't abusive language. Hypocrite. Eat shit and die, loser.""",4
